year,Groups,Y,lpop,lavg_pay,id,D,region_2,region_3,region_4
2003,Never treated,6.53087762772588,10.9852588240082,10.1246291011797,13031,0,0,1,0
2004,Never treated,6.42162226780652,11.0055272941045,10.1436062080563,13031,0,0,1,0
2005,Never treated,6.3750248198281,11.0599598607132,10.1716427096797,13031,0,0,1,0
2006,Never treated,6.5206211275587,11.0769908400459,10.2052943990333,13031,0,0,1,0
2007,Never treated,6.59167373200866,11.1036330420277,10.2462968106132,13031,0,0,1,0
2001,Never treated,5.27299955856375,10.0297677184465,10.2766704867236,13033,0,0,1,0
2002,Never treated,5.05624580534831,10.0331113203296,10.3293106892322,13033,0,0,1,0
2003,Never treated,4.93447393313069,10.040244985891,10.376175076911,13033,0,0,1,0
2004,Never treated,4.79579054559674,10.0485398242353,10.425431142036,13033,0,0,1,0
2005,Never treated,4.9416424226093,10.0374938323839,10.4764707402093,13033,0,0,1,0
2006,Never treated,4.90527477843843,10.0273410147031,10.4906073284505,13033,0,0,1,0
2007,Never treated,4.67282883446191,10.0355240784039,10.5319628697355,13033,0,0,1,0
2001,Never treated,5.35185813347607,9.92309408217505,10.1050396776069,13035,0,0,1,0
2002,Never treated,5.23644196282995,9.97119292889014,10.163772734131,13035,0,0,1,0
2003,Never treated,5.12989871492307,10.0023822095103,10.1748877924136,13035,0,0,1,0
2004,Never treated,5.23110861685459,9.93241508760931,10.2093532954215,13035,0,0,1,0
2005,Never treated,5.29831736654804,10.0202923320782,10.2769458645092,13035,0,0,1,0
2006,Never treated,5.36597601502185,10.046721720622,10.2689636524279,13035,0,0,1,0
2007,Never treated,5.38449506278909,10.0708646619443,10.2412803454104,13035,0,0,1,0
2001,Never treated,3.25809653802148,8.7465573545435,9.96542895407631,13037,0,0,1,0
2002,Never treated,3.2188758248682,8.75131624677346,9.99797921562885,13037,0,0,1,0
2003,Never treated,2.77258872223978,8.72436994920837,10.0161910424492,13037,0,0,1,0
2004,Never treated,3.04452243772342,8.71473171401505,10.0342964926475,13037,0,0,1,0
2005,Never treated,2.70805020110221,8.70731756027321,10.0149842035498,13037,0,0,1,0
2006,Never treated,3.17805383034795,8.71964411950536,10.0158336123677,13037,0,0,1,0
2007,Never treated,3.46573590279973,8.69751274553952,9.98118906019998,13037,0,0,1,0
2001,Never treated,6.31716468674728,10.7024801311794,10.2349831404441,13039,0,0,1,0
2002,Never treated,6.22455842927536,10.7251378802562,10.2728763320616,13039,0,0,1,0
2003,Never treated,6.22455842927536,10.6997777920129,10.2687207697564,13039,0,0,1,0
2004,Never treated,6.29156913955832,10.7162383327419,10.252629192258,13039,0,0,1,0
2005,Never treated,6.35610766069589,10.7372441423567,10.29221333664,13039,0,0,1,0
2006,Never treated,6.34212141872115,10.7228047219518,10.3510218770599,13039,0,0,1,0
2007,Never treated,6.29341927884648,10.7656388383096,10.3974213086319,13039,0,0,1,0
2001,Never treated,4.64439089914137,9.16282938930513,9.90488657344983,13043,0,0,1,0
2002,Never treated,4.78749174278205,9.19248185367487,9.92842403782616,13043,0,0,1,0
2003,Never treated,4.72738781871234,9.21532791348722,9.9854361351833,13043,0,0,1,0
2004,Never treated,4.77068462446567,9.22886767659007,9.9831763514375,13043,0,0,1,0
2005,Never treated,4.71849887129509,9.21969646690021,10.0214483501697,13043,0,0,1,0
2006,Never treated,4.74493212836325,9.23503298456655,10.0787005700928,13043,0,0,1,0
2007,Never treated,4.80402104473326,9.25263328416643,10.1148014080968,13043,0,0,1,0
2001,Never treated,7.0184017990692,11.4248589861018,10.251711890472,13045,0,0,1,0
2002,Never treated,6.89365635460264,11.460136315507,10.2798670797492,13045,0,0,1,0
2003,Never treated,6.8627579130514,11.500417566327,10.2886138896488,13045,0,0,1,0
2004,Never treated,6.89264164117209,11.5341290712213,10.3258425533126,13045,0,0,1,0
2005,Never treated,6.82328612235569,11.5573728797055,10.3571712329148,13045,0,0,1,0
2006,Never treated,6.99484998583307,11.590164245311,10.3903482988483,13045,0,0,1,0
2007,Never treated,6.99301512293296,11.6256110864131,10.4267949538042,13045,0,0,1,0
2001,Never treated,6.46146817635372,10.9132139811958,10.1389943628337,13047,0,0,1,0
2002,Never treated,6.38856140554563,10.9433401459973,10.1666976130634,13047,0,0,1,0
2003,Never treated,6.38856140554563,10.9730828921337,10.1947382498649,13047,0,0,1,0
2004,Never treated,6.36818718635049,10.9978407842839,10.2227409638252,13047,0,0,1,0
2005,Never treated,6.40522845803084,10.9978073081189,10.2368836340686,13047,0,0,1,0
2006,Never treated,6.45519856334012,11.0154601929061,10.2720811858684,13047,0,0,1,0
2007,Never treated,6.47543271670409,11.0422335989439,10.2920777434194,13047,0,0,1,0
2001,Never treated,7.83002808253384,11.9437918775768,10.3302900572916,13021,0,0,1,0
2002,Never treated,7.78405700263993,11.9478846483061,10.3685728566253,13021,0,0,1,0
2003,Never treated,7.73892375743946,11.9487322403222,10.3628725026337,13021,0,0,1,0
2004,Never treated,7.72797554210556,11.9502832193653,10.3975433454261,13021,0,0,1,0
2005,Never treated,7.73149202924568,11.9476969162704,10.4273577250229,13021,0,0,1,0
2006,Never treated,7.70975686445416,11.9491525347284,10.4562513476652,13021,0,0,1,0
2007,Never treated,7.60738142563979,11.9504769227157,10.4557909557484,13021,0,0,1,0
2001,Never treated,4.84418708645859,9.37814033225112,10.0306927267714,13023,0,0,1,0
2002,Never treated,4.67282883446191,9.37568530456302,10.1464337311465,13023,0,0,1,0
2003,Never treated,4.68213122712422,9.38664385644458,10.176791757042,13023,0,0,1,0
2004,Never treated,4.54329478227,9.39748361904935,10.2492026562385,13023,0,0,1,0
2005,Never treated,4.75359019110636,9.39116080264387,10.3311706692107,13023,0,0,1,0
2006,Never treated,4.75359019110636,9.41572720170113,10.4108471766589,13023,0,0,1,0
2007,Never treated,4.85981240436167,9.45930760329985,10.4243031103315,13023,0,0,1,0
2001,Never treated,3.36729582998647,9.67859246818311,10.0061795107597,13053,0,0,1,0
2002,Never treated,3.3322045101752,9.87018926713461,10.0305166006647,13053,0,0,1,0
2003,Never treated,3.25809653802148,9.49160187662504,10.1324541171531,13053,0,0,1,0
2004,Never treated,3.2188758248682,9.65797057224503,10.0258379198136,13053,0,0,1,0
2005,Never treated,2.99573227355399,9.38982457394998,10.2009961858056,13053,0,0,1,0
2006,Never treated,2.99573227355399,9.50732900374826,10.253017028314,13053,0,0,1,0
2007,Never treated,2.94443897916644,9.54000376666806,10.3136084721805,13053,0,0,1,0
2001,Never treated,5.7037824746562,10.1604139818179,10.0958831949016,13055,0,0,1,0
2002,Never treated,5.28320372873799,10.1693457062579,10.1139915603039,13055,0,0,1,0
2003,Never treated,5.19295685089021,10.1846735712442,10.1168635562913,13055,0,0,1,0
2004,Never treated,5.03695260241363,10.1838428496014,10.1650822902246,13055,0,0,1,0
2005,Never treated,4.83628190695148,10.1632715679453,10.1995469371174,13055,0,0,1,0
2006,Never treated,5.07517381523383,10.1694606818257,10.2124050488701,13055,0,0,1,0
2007,Never treated,5.06890420222023,10.1987657016095,10.2638158149728,13055,0,0,1,0
2001,Never treated,7.59588991771854,11.9296799410145,10.2338339214274,13057,0,0,1,0
2002,Never treated,7.43248380791712,11.9801502367655,10.26336237141,13057,0,0,1,0
2003,Never treated,7.42237370098682,12.0254316757584,10.3012228625824,13057,0,0,1,0
2004,Never treated,7.49997654095212,12.071689461663,10.3413230406747,13057,0,0,1,0
2005,Never treated,7.62608275807238,12.11770580486,10.3815523530586,13057,0,0,1,0
2006,Never treated,7.71378461659875,12.1739419387758,10.3962306687514,13057,0,0,1,0
2007,Never treated,7.80343505695217,12.225335911711,10.4224301444041,13057,0,0,1,0
2001,Never treated,7.44541755670169,11.5349413275279,10.2995082018163,13059,0,0,1,0
2002,Never treated,7.25629723969068,11.5347945830538,10.3356919578339,13059,0,0,1,0
2003,Never treated,7.19818357710194,11.5438716538602,10.3788207046116,13059,0,0,1,0
2004,Never treated,7.20414929203594,11.5688330969085,10.3989761632919,13059,0,0,1,0
2005,Never treated,7.07411681619736,11.6020254925432,10.4208219482149,13059,0,0,1,0
2006,Never treated,7.21964204013074,11.6194453083479,10.4493810475626,13059,0,0,1,0
2007,Never treated,7.24136628332232,11.6391791894945,10.4725726504193,13059,0,0,1,0
2001,Never treated,2.77258872223978,8.12740456269308,9.98234494261362,13061,0,0,1,0
2002,Never treated,2.99573227355399,8.11761074646623,10.0510019753247,13061,0,0,1,0
2003,Never treated,2.56494935746154,8.12118324207883,10.0356555161135,13061,0,0,1,0
2004,Never treated,2.63905732961526,8.10892415597534,10.0391978196886,13061,0,0,1,0
2005,Never treated,2.19722457733622,8.05896001776942,10.0792040102779,13061,0,0,1,0
2006,Never treated,1.79175946922805,8.06463647577422,10.198616825623,13061,0,0,1,0
2007,Never treated,2.07944154167984,8.06495089174914,10.2409236102468,13061,0,0,1,0
2001,Never treated,8.28500889544988,12.4215992615052,10.5532312844885,13063,0,0,1,0
2002,Never treated,8.09712193091871,12.4427837400659,10.5604633659579,13063,0,0,1,0
2003,Never treated,7.97108575350561,12.4674402596605,10.6056440272537,13063,0,0,1,0
2004,Never treated,7.91826468609527,12.4845638611554,10.6453296546348,13063,0,0,1,0
2005,Never treated,7.8808043446749,12.4891780108169,10.5792342184159,13063,0,0,1,0
2006,Never treated,7.96067260838812,12.5003566273415,10.5560991558878,13063,0,0,1,0
2007,Never treated,7.98820359702258,12.5161459038324,10.8130960076464,13063,0,0,1,0
2001,Never treated,4.26267987704132,8.82305893430165,10.050052389618,13065,0,0,1,0
2002,Never treated,3.93182563272433,8.8309815109525,10.1015184030353,13065,0,0,1,0
2003,Never treated,3.95124371858143,8.84965740663991,10.118235963062,13065,0,0,1,0
2004,Never treated,3.76120011569356,8.84563325634019,10.1397447429957,13065,0,0,1,0
2005,Never treated,3.78418963391826,8.86078289580631,10.1505038682619,13065,0,0,1,0
2006,Never treated,4.02535169073515,8.84043543926657,10.1955226368694,13065,0,0,1,0
2007,Never treated,4.07753744390572,8.84850930088808,10.2324315227365,13065,0,0,1,0
2001,Never treated,9.40426106461349,13.3483636444179,10.6009752991945,13067,0,0,1,0
2002,Never treated,9.20703491496746,13.3667359891555,10.6134672677561,13067,0,0,1,0
2003,Never treated,9.09918532261002,13.3788643323725,10.6419904348169,13067,0,0,1,0
2004,Never treated,9.11107237031751,13.3918544931209,10.6722986370171,13067,0,0,1,0
2005,Never treated,9.13830716907635,13.4054016842474,10.6969776817921,13067,0,0,1,0
2006,Never treated,9.18008732880516,13.427263858581,10.7315589053526,13067,0,0,1,0
2007,Never treated,9.22098353207466,13.4466126455438,10.7682744415432,13067,0,0,1,0
2001,Never treated,6.31173480915291,10.5545358820747,10.0856841015169,13069,0,0,1,0
2002,Never treated,6.1527326947041,10.5652988527862,10.1101764657784,13069,0,0,1,0
2003,Never treated,6.11809719804135,10.5753600228172,10.130423902089,13069,0,0,1,0
2004,Never treated,6.09356977004514,10.5758451188885,10.1643892094529,13069,0,0,1,0
2005,Never treated,6.12468339089421,10.5758195933822,10.1887792703653,13069,0,0,1,0
2006,Never treated,6.17170059741091,10.590767554818,10.2179697712657,13069,0,0,1,0
2007,Never treated,6.11589212548303,10.6054210203767,10.2500515527241,13069,0,0,1,0
2001,Never treated,6.26339826259162,10.6549272258476,9.98520577882099,13071,0,0,1,0
2002,Never treated,6.13339804299665,10.668839108845,10.0113100350649,13071,0,0,1,0
2003,Never treated,6.05208916892442,10.6738503714492,10.0571095211917,13071,0,0,1,0
2004,Never treated,6.01859321449623,10.6847600727322,10.0750851459671,13071,0,0,1,0
2005,Never treated,6.1463292576689,10.679343115469,10.1062651178975,13071,0,0,1,0
2006,Never treated,6.2709884318583,10.6937160707466,10.109729065775,13071,0,0,1,0
2007,Never treated,6.17586727010576,10.7081313841097,10.1778943977879,13071,0,0,1,0
2001,Never treated,7.06390396147207,11.4277596565979,10.1666207520665,13073,0,0,1,0
2002,Never treated,6.7900972355139,11.4582686254648,10.190431852901,13073,0,0,1,0
2003,Never treated,6.87832646829133,11.4848037296532,10.215850042382,13073,0,0,1,0
2004,Never treated,6.81673588059497,11.5184501756129,10.2375998638657,13073,0,0,1,0
2005,Never treated,6.92657703322272,11.5359386192792,10.3075516797287,13073,0,0,1,0
2006,Never treated,7.01750614294126,11.5658973497363,10.3231513800441,13073,0,0,1,0
2007,Never treated,7.07411681619736,11.5978087458354,10.3414521187349,13073,0,0,1,0
2001,Never treated,4.67282883446191,9.26444969762322,10.0121625691618,13049,0,0,1,0
2002,Never treated,4.60517018598809,9.26832622117484,10.0504841312705,13049,0,0,1,0
2003,Never treated,4.62497281328427,9.28349789259391,10.0676875682164,13049,0,0,1,0
2004,Never treated,4.46590811865458,9.2762217410897,10.1253502839506,13049,0,0,1,0
2005,Never treated,4.66343909411207,9.2679486845965,10.1517138842178,13049,0,0,1,0
2006,Never treated,4.70048036579242,9.2839625118468,10.1993237892438,13049,0,0,1,0
2007,Never treated,4.75359019110636,9.26785427817679,10.2318916145078,13049,0,0,1,0
2001,Never treated,7.33693691370762,11.4519964218223,10.231459477946,13077,0,0,1,0
2002,Never treated,7.13886699994552,11.4915485992106,10.257062697057,13077,0,0,1,0
2003,Never treated,7.11314210870709,11.5285724105464,10.2680264940316,13077,0,0,1,0
2004,Never treated,7.07834157955767,11.565470475634,10.3012228625824,13077,0,0,1,0
2005,Never treated,7.10414409298753,11.5981761261424,10.3306489187261,13077,0,0,1,0
2006,Never treated,7.16162200293919,11.6427512503048,10.3564086018006,13077,0,0,1,0
2007,Never treated,7.26332961747684,11.6865762053166,10.3895798128814,13077,0,0,1,0
2001,Never treated,4.21950770517611,9.43444346278509,9.94726517488202,13079,0,0,1,0
2002,Never treated,3.95124371858143,9.44057869576626,9.95080043558675,13079,0,0,1,0
2003,Never treated,4.02535169073515,9.44517531187998,10.0408117433993,13079,0,0,1,0
2004,Never treated,3.66356164612965,9.4631203924187,10.0397215398594,13079,0,0,1,0
2005,Never treated,3.43398720448515,9.44311737225863,10.065733944899,13079,0,0,1,0
2006,Never treated,3.40119738166216,9.43890917993546,10.1614575610024,13079,0,0,1,0
2007,Never treated,3.13549421592915,9.43667881418691,10.2282124875761,13079,0,0,1,0
2001,Never treated,5.70711026474888,10.0072167382986,10.0189568023422,13081,0,0,1,0
2002,Never treated,5.65248918026865,10.0049153451662,10.0632226106573,13081,0,0,1,0
2003,Never treated,5.54126354515843,9.99975182250619,10.059679005711,13081,0,0,1,0
2004,Never treated,5.5683445037611,9.99797921562885,10.1064283965328,13081,0,0,1,0
2005,Never treated,5.66988092298052,9.98828815422859,10.1193244753346,13081,0,0,1,0
2006,Never treated,5.5834963087817,9.99319113561791,10.1557237780536,13081,0,0,1,0
2007,Never treated,5.50125821054473,10.0069011742252,10.1694223581052,13081,0,0,1,0
2001,Never treated,5.09375020080676,9.65052891614273,9.994470200248,13083,0,0,1,0
2002,Never treated,4.94875989037817,9.66313425949073,10.059336788999,13083,0,0,1,0
2003,Never treated,4.76217393479776,9.67608494430153,10.0850588279394,13083,0,0,1,0
2004,Never treated,4.77912349311153,9.67715141032275,10.1208946819984,13083,0,0,1,0
2005,Never treated,4.91265488573605,9.67338232488837,10.1307426398901,13083,0,0,1,0
2006,Never treated,4.96284463025991,9.67896805504199,10.1821414937779,13083,0,0,1,0
2007,Never treated,4.97673374242057,9.69245783160543,10.2266574179175,13083,0,0,1,0
2001,Never treated,5.76832099579377,9.7361925297588,10.0731459353767,13085,0,0,1,0
2002,Never treated,5.64190707093811,9.77713036365961,10.1200897558069,13085,0,0,1,0
2003,Never treated,5.7268477475872,9.82811724551135,10.0911282708077,13085,0,0,1,0
2004,Never treated,5.73334127689775,9.85434982797458,10.2012189608409,13085,0,0,1,0
2005,Never treated,5.78689738136671,9.88745979145893,10.1751926704648,13085,0,0,1,0
2006,Never treated,6.09582456243222,9.92944765420566,10.1753450746409,13085,0,0,1,0
2007,Never treated,6.22257626807137,9.98054118197842,10.1783882906232,13085,0,0,1,0
2001,Never treated,5.84354441703136,10.2381366997679,10.0650960677325,13087,0,0,1,0
2002,Never treated,5.72358510195238,10.2432757139684,10.0859341015182,13087,0,0,1,0
2003,Never treated,5.71702770140622,10.2535456533726,10.0926605842792,13087,0,0,1,0
2004,Never treated,5.63835466933375,10.2598324420129,10.1021334722499,13087,0,0,1,0
2005,Never treated,5.70044357339069,10.2391737660364,10.1137079585598,13087,0,0,1,0
2006,Never treated,5.70044357339069,10.2519589391242,10.1677346587288,13087,0,0,1,0
2007,Never treated,5.5834963087817,10.2591670011338,10.1899438740621,13087,0,0,1,0
2001,Never treated,9.12782795040172,13.4188332240139,10.5877957844289,13089,0,0,1,0
2002,Never treated,8.90245559220688,13.4195199249336,10.6044540821482,13089,0,0,1,0
2003,Never treated,8.83083536553755,13.4207153237563,10.6368165227289,13089,0,0,1,0
2004,Never treated,8.79890749208823,13.4214822990556,10.6672096857657,13089,0,0,1,0
2005,Never treated,8.81120518756289,13.4861894906717,10.6872977679933,13089,0,0,1,0
2006,Never treated,8.84707231256781,13.4968729349387,10.7275314078978,13089,0,0,1,0
2007,Never treated,8.89151157052756,13.5059181986615,10.7633772307595,13089,0,0,1,0
2001,Never treated,5.13579843705026,9.86682356816454,9.96599275788753,13091,0,0,1,0
2002,Never treated,5.37527840768417,9.8671865728098,10.0194021771325,13091,0,0,1,0
2003,Never treated,5.34233425196481,9.87673281522731,10.0486263182024,13091,0,0,1,0
2004,Never treated,5.29831736654804,9.87565376160669,10.0878902755339,13091,0,0,1,0
2005,Never treated,5.31811999384422,9.88379491919039,10.1047126397493,13091,0,0,1,0
2006,Never treated,5.48479693349065,9.89525374760902,10.1106236657045,13091,0,0,1,0
2007,Never treated,5.40717177146012,9.89202207442685,10.1402183773589,13091,0,0,1,0
2001,Never treated,4.18965474202643,9.36999018950572,10.0405937977541,13093,0,0,1,0
2002,Never treated,3.63758615972639,9.35686202463895,10.0426841177244,13093,0,0,1,0
2003,Never treated,3.76120011569356,9.35867416648188,10.0693409166228,13093,0,0,1,0
2004,Never treated,3.73766961828337,9.3637479186055,10.1368982162061,13093,0,0,1,0
2005,Never treated,3.63758615972639,9.36271805239707,10.1157319229813,13093,0,0,1,0
2006,Never treated,4.0943445622221,9.3672586470476,10.2136891464178,13093,0,0,1,0
2007,Never treated,4.34380542185368,9.35322785952473,10.2468289991624,13093,0,0,1,0
2001,Never treated,7.27170370688737,11.4707901083674,10.2854451788423,13095,0,0,1,0
2002,Never treated,7.05531284333975,11.4690989614297,10.3228226921632,13095,0,0,1,0
2003,Never treated,7.11314210870709,11.4691720948303,10.3471472064423,13095,0,0,1,0
2004,Never treated,7.09589322109753,11.4639662865187,10.3813663411533,13095,0,0,1,0
2005,Never treated,7.09837563859079,11.4636301732454,10.4085566391897,13095,0,0,1,0
2006,Never treated,7.12205988162914,11.4620531345965,10.4262911530615,13095,0,0,1,0
2007,Never treated,7.00850518208228,11.4647955827667,10.4566252600877,13095,0,0,1,0
2001,Never treated,7.59337419312129,11.4678444135296,10.1891550971887,13097,0,0,1,0
2002,Never treated,7.38647084882989,11.4971110740759,10.2132857505526,13097,0,0,1,0
2003,Never treated,7.42714413340862,11.5317962857205,10.2220867276226,13097,0,0,1,0
2004,Never treated,7.46794233228585,11.581368852185,10.2513235478077,13097,0,0,1,0
2005,Never treated,7.57507169950756,11.6301928121266,10.2769458645092,13097,0,0,1,0
2006,Never treated,7.71512360363211,11.6836550942282,10.2992053091894,13097,0,0,1,0
2007,Never treated,7.82763954636642,11.730646340116,10.3193319423892,13097,0,0,1,0
2001,Never treated,4.27666611901606,9.41702928521843,10.33481532017,13099,0,0,1,0
2002,Never treated,4.38202663467388,9.40919123072135,10.3356595034729,13099,0,0,1,0
2003,Never treated,4.14313472639153,9.41197423980251,10.4762451784185,13099,0,0,1,0
