"","year","treated","G","lemp","lpop","lavg_pay","region","id"
"84",2007,1,2007,2.63905732961526,8.28500889544988,10.1424650821529,"4",8027
"85",2001,0,2007,5.84932477994686,10.2505464097559,10.0156548494069,"4",8029
"86",2002,0,2007,5.88887795833288,10.2757060668507,10.0859757621094,"4",8029
"87",2003,0,2007,5.88332238848828,10.2880694497279,10.0981081649171,"4",8029
"88",2004,0,2007,5.78996017089725,10.3018609068305,10.1289484168055,"4",8029
"89",2005,0,2007,5.85793315448346,10.2938390228342,10.1713749976597,"4",8029
"90",2006,0,2007,5.99893656194668,10.3026662760016,10.2070675801407,"4",8029
"91",2007,1,2007,6.10479323241498,10.3162261446108,10.2752235079002,"4",8029
"92",2001,0,2007,9.32062872587031,13.2384062331589,10.7393054842602,"4",8031
"93",2002,0,2007,9.11140362411616,13.2315154958429,10.70555640032,"4",8031
"94",2003,0,2007,8.98569569453571,13.2285937146576,10.7337627750162,"4",8031
"95",2004,0,2007,8.91193433616143,13.2285073860513,10.7838816404125,"4",8031
"96",2005,0,2007,8.89316082873538,13.2469834317359,10.8208976576782,"4",8031
"97",2006,0,2007,8.89316082873538,13.2571057864524,10.8740960006199,"4",8031
"98",2007,1,2007,8.95376929454945,13.2686932687213,10.914670194934,"4",8031
"99",2001,0,2007,2.83321334405622,7.51152464839087,9.80029135970768,"4",8033
"100",2002,0,2007,2.77258872223978,7.5251007461258,9.90263719108129,"4",8033
"101",2003,0,2007,2.39789527279837,7.50273821075485,9.9066326016802,"4",8033
"102",2004,0,2007,2.484906649788,7.50108212425987,9.93081084818502,"4",8033
"103",2005,0,2007,2.39789527279837,7.49665243816828,9.89313414045664,"4",8033
"104",2006,0,2007,2.39789527279837,7.54433210805369,9.99140685057401,"4",8033
"105",2007,1,2007,1.79175946922805,7.54380286750151,10.0818429210602,"4",8033
"106",2001,0,2007,8.39638057119949,12.1966685654549,10.4735344609602,"4",8035
"107",2002,0,2007,8.28020423327997,12.2628262552258,10.4736475543472,"4",8035
"108",2003,0,2007,8.27333659850449,12.3212701192781,10.4957088145061,"4",8035
"109",2004,0,2007,8.24249315318763,12.3781376162463,10.5545880305937,"4",8035
"110",2005,0,2007,8.27205962221041,12.4148657195299,10.624809082279,"4",8035
"111",2006,0,2007,8.38617292897783,12.4653783913405,10.6562235245077,"4",8035
"112",2007,1,2007,8.42485858021344,12.5133918904148,10.7460671565804,"4",8035
"113",2001,0,2007,6.67959918584438,10.6759771956552,10.3603742801312,"4",8037
"114",2002,0,2007,6.40522845803084,10.6995297118141,10.3766736124732,"4",8037
"115",2003,0,2007,6.60394382460047,10.7189187352992,10.4146631150664,"4",8037
"116",2004,0,2007,6.62273632394984,10.7399122277997,10.4467706858507,"4",8037
"117",2005,0,2007,6.68710860786651,10.7828238014165,10.5030655368999,"4",8037
"118",2006,0,2007,6.79122146272619,10.807705703176,10.5717783570972,"4",8037
"119",2007,1,2007,6.88141130364254,10.8310742441521,10.5955090998086,"4",8037
"120",2001,0,2007,4.99721227376411,9.96453561410106,10.2665321669825,"4",8039
"121",2002,0,2007,5.01727983681492,10.0002058314126,10.2749821410731,"4",8039
"122",2003,0,2007,5.12989871492307,10.0096477483645,10.2724961236337,"4",8039
"123",2004,0,2007,4.99721227376411,10.0192685855218,10.273256395986,"4",8039
"124",2005,0,2007,5.02388052084628,10.0166823003025,10.2884437840128,"4",8039
"125",2006,0,2007,5.12396397940326,10.0278268267917,10.3241039644116,"4",8039
"126",2007,1,2007,4.77068462446567,10.0294151091339,10.3515969936966,"4",8039
"127",2001,0,2007,9.18101454259435,13.1881548632537,10.445550181224,"4",8041
"128",2002,0,2007,9.07406235368355,13.2027131148625,10.4539472655422,"4",8041
"129",2003,0,2007,8.96865090337487,13.2136947431246,10.47421282951,"4",8041
"130",2004,0,2007,8.9157008189569,13.2316696981243,10.5066826728964,"4",8041
"131",2005,0,2007,8.90095787254506,13.2500791419988,10.5322561991599,"4",8041
"132",2006,0,2007,8.90272766403552,13.2706626855838,10.5608002800869,"4",8041
"133",2007,1,2007,8.88100262425557,13.2802522045021,10.5969096952905,"4",8041
"134",2001,0,2007,6.13339804299665,10.7587110646618,10.2403168682542,"4",8043
"135",2002,0,2007,6.12029741895095,10.7692636341691,10.2680612192682,"4",8043
"136",2003,0,2007,5.97126183979046,10.7710711167965,10.2938051813141,"4",8043
"137",2004,0,2007,6.06610809010375,10.7671999541914,10.2983297703404,"4",8043
"138",2005,0,2007,6.00881318544259,10.7577752129685,10.3228226921632,"4",8043
"139",2006,0,2007,5.88332238848828,10.7613649658596,10.3525866976644,"4",8043
"140",2007,1,2007,5.93753620508243,10.765110883068,10.3739285861066,"4",8043
"141",2001,0,2007,6.75693238924755,10.7266317622098,10.3221649921164,"4",8045
"142",2002,0,2007,6.70073110954781,10.7576475289438,10.3503824704074,"4",8045
"143",2003,0,2007,6.53233429222235,10.7744879885505,10.3646080937225,"4",8045
"144",2004,0,2007,6.57088296233958,10.7886384329689,10.3903790260065,"4",8045
"145",2005,0,2007,6.65286302935335,10.8085757699023,10.4692558037662,"4",8045
"146",2006,0,2007,6.76619171466035,10.8459137580149,10.565788852925,"4",8045
"147",2007,1,2007,6.89365635460264,10.8773865970306,10.6530150665322,"4",8045
"148",2001,0,2007,3.3322045101752,9.03360319347613,9.9831763514375,"4",8021
"149",2002,0,2007,3.78418963391826,9.03419967425731,10.0131039988595,"4",8021
"150",2003,0,2007,3.49650756146648,9.03479579946125,10.0282682694334,"4",8021
"151",2004,0,2007,3.49650756146648,9.03788993497749,10.046678392127,"4",8021
"152",2005,0,2007,3.36729582998647,9.01396045793119,10.0957181852069,"4",8021
"153",2006,0,2007,3.2188758248682,9.00159270094571,10.1141940837467,"4",8021
"154",2007,1,2007,3.36729582998647,8.98794653955252,10.1357494054949,"4",8021
"155",2001,0,2007,5.63478960316925,9.4425625872236,10.0350419922764,"4",8049
"156",2002,0,2007,5.53338948872752,9.46506010672514,10.0729349248465,"4",8049
"157",2003,0,2007,5.44241771052179,9.47431871772873,10.0838906035075,"4",8049
"158",2004,0,2007,5.4553211153577,9.4895617535101,10.1433308830728,"4",8049
"159",2005,0,2007,5.41610040220442,9.48311183169221,10.1889672014327,"4",8049
"160",2006,0,2007,5.59098698051086,9.50084346161467,10.2279595014348,"4",8049
"161",2007,1,2007,5.63121178182137,9.51598514480214,10.2742922003807,"4",8049
"162",2001,0,2007,5.24702407216049,9.549024446394,10.0542324392286,"4",8051
"163",2002,0,2007,5.17614973257383,9.54795481317617,10.0900086123938,"4",8051
"164",2003,0,2007,4.83628190695148,9.54359314597042,10.1790337826434,"4",8051
"165",2004,0,2007,4.93447393313069,9.55824698622306,10.1973877523011,"4",8051
"166",2005,0,2007,5.19849703126583,9.57637141083894,10.2354855087624,"4",8051
"167",2006,0,2007,5.17048399503815,9.59369619449625,10.2652097376964,"4",8051
"168",2007,1,2007,5.31811999384422,9.61500515991358,10.3486860628629,"4",8051
"169",2001,0,2007,4.24849524204936,8.96110948589866,9.94812625415451,"4",8055
"170",2002,0,2007,4.04305126783455,8.97537724385663,9.96213374796886,"4",8055
"171",2003,0,2007,3.8286413964891,8.96966910379376,10.0076223172681,"4",8055
"172",2004,0,2007,3.61091791264422,8.95751051029161,10.0454210484248,"4",8055
"173",2005,0,2007,3.58351893845611,8.95982562386584,10.0840993151314,"4",8055
"174",2006,0,2007,3.87120101090789,8.96469555531546,10.1127755575599,"4",8055
"175",2007,1,2007,3.52636052461616,8.94962474775422,10.1844848314592,"4",8055
"176",2001,0,2007,2.70805020110221,7.34213173058472,9.93542217106647,"4",8057
"177",2002,0,2007,2.19722457733622,7.3362856600213,10.017441042612,"4",8057
"178",2003,0,2007,2.63905732961526,7.30518821539304,10.0038757265674,"4",8057
"179",2004,0,2007,2.94443897916644,7.29709100516042,10.0238450491999,"4",8057
"180",2005,0,2007,2.30258509299405,7.26262860097424,10.0626257738744,"4",8057
"181",2006,0,2007,2.70805020110221,7.24208235925696,10.0996709222676,"4",8057
"182",2007,1,2007,2.19722457733622,7.22183582528845,10.1125727465993,"4",8057
"183",2001,0,2007,9.37041631982282,13.1841148934487,10.5405669008264,"4",8059
"184",2002,0,2007,9.23970498060609,13.1814904078021,10.5501194793546,"4",8059
"185",2003,0,2007,9.13540128531169,13.1776183141139,10.5723164254449,"4",8059
"186",2004,0,2007,9.05134464048573,13.1742876726689,10.6045532983404,"4",8059
"187",2005,0,2007,9.03741453682259,13.1681528535329,10.633858260894,"4",8059
"188",2006,0,2007,9.0442857876461,13.1697048737134,10.6646204308872,"4",8059
"189",2007,1,2007,9.05005424204284,13.1776012815789,10.7142622010969,"4",8059
"190",2001,0,2007,3.09104245335832,7.33171496972647,9.97226706793095,"4",8061
"191",2002,0,2007,3.13549421592915,7.30787278076371,9.96246375763643,"4",8061
"192",2003,0,2007,3.17805383034795,7.28824440102012,9.91210035563435,"4",8061
"193",2004,0,2007,3.09104245335832,7.26192709270275,9.93600314421281,"4",8061
"194",2005,0,2007,3.2188758248682,7.23417717974985,9.94549284668116,"4",8061
"195",2006,0,2007,1.79175946922805,7.22183582528845,9.98787465579629,"4",8061
"196",2007,1,2007,2.63905732961526,7.17395831975679,10.0809221877567,"4",8061
"197",2001,0,2007,5.06259503302697,8.97094039814245,9.99035308555771,"4",8063
"198",2002,0,2007,4.88280192258637,8.98117874833641,10.0121177170616,"4",8063
"199",2003,0,2007,4.9416424226093,8.9677591267695,10.0346035303937,"4",8063
"200",2004,0,2007,4.86753445045558,8.95415696658377,10.0908381093515,"4",8063
"201",2005,0,2007,4.66343909411207,8.99193557500915,10.083305979112,"4",8063
"202",2006,0,2007,4.81218435537242,8.98155594077189,10.1353926095189,"4",8063
"203",2007,1,2007,4.91998092582813,8.97094039814245,10.1980583431913,"4",8063
"204",2001,0,2007,4.49980967033027,8.9641840463529,10.0380621508323,"4",8065
"205",2002,0,2007,4.44265125649032,8.96290412809293,10.0428581139839,"4",8065
"206",2003,0,2007,4.18965474202643,8.94780609305705,10.0634356803532,"4",8065
"207",2004,0,2007,4.20469261939097,8.95325216460903,10.103362476911,"4",8065
"208",2005,0,2007,4.23410650459726,8.94180711836316,10.116378727386,"4",8065
"209",2006,0,2007,4.34380542185368,8.94036723330517,10.1409284085512,"4",8065
"210",2007,1,2007,4.36944785246702,8.96877823513796,10.1949624232266,"4",8065
"211",2001,0,2007,6.75110146893676,10.7128832586605,10.1800581202332,"4",8067
"212",2002,0,2007,6.63594655568665,10.7322140273379,10.2274895001607,"4",8067
"213",2003,0,2007,6.55961523749324,10.7397605764243,10.2721849364521,"4",8067
"214",2004,0,2007,6.45047042214418,10.7498063623812,10.3177141663129,"4",8067
"215",2005,0,2007,6.59850902861452,10.7753037943085,10.3785720025243,"4",8067
"216",2006,0,2007,6.64768837356333,10.7950961717648,10.4349683812272,"4",8067
"217",2007,1,2007,6.59030104819669,10.8131161415367,10.5144752032011,"4",8067
"218",2001,0,2007,8.56522116042682,12.466974302447,10.411749893899,"4",8069
"219",2002,0,2007,8.50207955360619,12.4829768448101,10.4404194233866,"4",8069
"220",2003,0,2007,8.38206051742474,12.4935384445966,10.45757379496,"4",8069
"221",2004,0,2007,8.31458729131958,12.5023179486424,10.4779075018273,"4",8069
"222",2005,0,2007,8.30251371851416,12.5282757027693,10.5081313345047,"4",8069
"223",2006,0,2007,8.31532177537757,12.5459106401991,10.543761243489,"4",8069
"224",2007,1,2007,8.3513747067213,12.5669831069872,10.5798699867633,"4",8069
"225",2001,0,2007,5.01727983681492,9.63115375703115,10.013641561028,"4",8071
"226",2002,0,2007,5.19849703126583,9.64568785456622,10.0812152403199,"4",8071
"227",2003,0,2007,5.12396397940326,9.65065769085156,10.0823865925288,"4",8071
"228",2004,0,2007,5.03695260241363,9.64290170574605,10.1242683146611,"4",8071
"229",2005,0,2007,5.06259503302697,9.65873724746786,10.1820658107384,"4",8071
"230",2006,0,2007,5.21493575760899,9.66751202240654,10.2659059711019,"4",8071
"231",2007,1,2007,5.17614973257383,9.66871413573975,10.3331573493411,"4",8071
"232",2001,0,2007,4.34380542185368,8.47845236309981,10.3182757321051,"4",8047
"233",2002,0,2007,4.23410650459726,8.489616423646,10.3467300249783,"4",8047
"234",2003,0,2007,3.80666248977032,8.49515206053936,10.3825128637523,"4",8047
"235",2004,0,2007,4.00733318523247,8.49002752334347,10.3971161514736,"4",8047
"236",2005,0,2007,4.14313472639153,8.50471566990512,10.421834817701,"4",8047
"237",2006,0,2007,3.76120011569356,8.52654928634026,10.4337039540941,"4",8047
"238",2007,1,2007,3.80666248977032,8.53109609658523,10.4599841952777,"4",8047
"239",2001,0,2007,5.93489419561959,9.95165847739742,10.0893445190643,"4",8075
"240",2002,0,2007,5.79301360838414,9.95308691302741,10.1108675086709,"4",8075
"241",2003,0,2007,5.6970934865054,9.94984619151415,10.1494487891308,"4",8075
"242",2004,0,2007,5.63121178182137,9.9490343674921,10.1867473611773,"4",8075
"243",2005,0,2007,5.72031177660741,9.94664282285006,10.2033698980692,"4",8075
"244",2006,0,2007,5.79605775076537,9.94879547024067,10.2196112986192,"4",8075
"245",2007,1,2007,5.56068163101553,9.94788713983281,10.2674012334861,"4",8075
"246",2001,0,2007,7.81802793853073,11.6888096798002,10.2192467475598,"4",8077
"247",2002,0,2007,7.75747876658418,11.7132179070854,10.251711890472,"4",8077
"248",2003,0,2007,7.66902828858968,11.7341070929709,10.2768770271718,"4",8077
"249",2004,0,2007,7.64491934495886,11.7541525196747,10.3077853128923,"4",8077
"250",2005,0,2007,7.70255611326858,11.7724395175941,10.3612604402676,"4",8077
"251",2006,0,2007,7.69530313496357,11.8046095188013,10.4261132804179,"4",8077
"252",2007,1,2007,7.86172707782398,11.8371009772517,10.4973943401121,"4",8077
"253",2001,0,2007,3.52636052461616,6.70318811324086,9.81230384711351,"4",8079
"254",2002,0,2007,3.43398720448515,6.75343791859778,9.86635665419792,"4",8079
"255",2003,0,2007,3.29583686600433,6.78897174299217,9.93100543857287,"4",8079
"256",2004,0,2007,2.30258509299405,6.83625927727707,9.93251223157674,"4",8079
"257",2005,0,2007,2.83321334405622,6.82762923450285,9.84065424336456,"4",8079
"258",2006,0,2007,2.19722457733622,6.83410873881384,10.0370564444575,"4",8079
"259",2007,1,2007,2.19722457733622,6.87005341179813,10.0461149507859,"4",8079
"260",2001,0,2007,5.35185813347607,9.48910782703839,10.2924505805448,"4",8081
"261",2002,0,2007,5.26269018890489,9.50442689210096,10.3285591902832,"4",8081
"262",2003,0,2007,5.26269018890489,9.50479942870699,10.3709880515637,"4",8081
"263",2004,0,2007,5.23644196282995,9.51222116382778,10.4027161904565,"4",8081
"264",2005,0,2007,5.23644196282995,9.482731125859,10.4259057223379,"4",8081
"265",2006,0,2007,5.26785815906333,9.49679669350214,10.4906907138998,"4",8081
"266",2007,1,2007,5.33753807970132,9.51451076193277,10.5411748758917,"4",8081
"267",2001,0,2007,5.90536184805457,10.0783228235562,10.0413781798756,"4",8083
"268",2002,0,2007,5.85793315448346,10.0895520956089,10.0761374896334,"4",8083
"269",2003,0,2007,5.52545293913178,10.1060609821056,10.0937359421461,"4",8083
"270",2004,0,2007,5.79605775076537,10.113788995837,10.11508469995,"4",8083
"271",2005,0,2007,5.73334127689775,10.1066732645094,10.1683103308418,"4",8083
"272",2006,0,2007,5.74620319054015,10.1237469486705,10.191219623738,"4",8083
"273",2007,1,2007,5.8348107370626,10.1309417994374,10.2670536975126,"4",8083
"274",2001,0,2007,6.38350663488401,10.444153492313,10.1208544510729,"4",8085
"275",2002,0,2007,6.31354804627709,10.4725726504193,10.1600658799366,"4",8085
"276",2003,0,2007,6.32076829425058,10.489689629308,10.183616169333,"4",8085
"277",2004,0,2007,6.20455776256869,10.5092505593536,10.2237578145811,"4",8085
"278",2005,0,2007,6.35437004079735,10.5220997467078,10.2682001081573,"4",8085
"279",2006,0,2007,6.38519439899773,10.5466826441534,10.3036385658205,"4",8085
"280",2007,1,2007,6.51471269087253,10.5828400220739,10.3507341946592,"4",8085
"281",2001,0,2007,5.99645208861902,10.2171662650136,10.1532730347968,"4",8087
"282",2002,0,2007,6.01126717440416,10.227091634164,10.1854281743588,"4",8087
"283",2003,0,2007,5.98141421125448,10.2386374867293,10.1856544442998,"4",8087
"284",2004,0,2007,5.88887795833288,10.2422072616978,10.1982445386599,"4",8087
"285",2005,0,2007,5.90808293816893,10.2319996194762,10.238923538149,"4",8087
"286",2006,0,2007,5.94803498918065,10.2319996194762,10.2892940229811,"4",8087
"287",2007,1,2007,5.87493073085203,10.2238304072275,10.3491984892128,"4",8087
"288",2001,0,2007,5.48479693349065,9.90787790083742,9.99094882830612,"4",8089
"289",2002,0,2007,5.40717177146012,9.894497260698,10.0237563849271,"4",8089
"290",2003,0,2007,5.32300997913841,9.89055427712423,10.0576239465471,"4",8089
"291",2004,0,2007,5.13579843705026,9.88343789473042,10.0641171984611,"4",8089
"292",2005,0,2007,4.95582705760126,9.86490263722056,10.085434039,"4",8089
"293",2006,0,2007,5.24174701505964,9.85203635094505,10.1168231628593,"4",8089
"294",2007,1,2007,5.27811465923052,9.8365996069945,10.1595241471524,"4",8089
"295",2001,0,2007,4.15888308335967,8.25816336153762,10.0633078439836,"4",8091
"296",2002,0,2007,3.8286413964891,8.28500889544988,10.1541295325521,"4",8091
"297",2003,0,2007,3.93182563272433,8.29529885950246,10.2999791858452,"4",8091
"298",2004,0,2007,3.87120101090789,8.33014046024638,10.2482822044441,"4",8091
"299",2005,0,2007,3.97029191355212,8.33591109419694,10.1949997805683,"4",8091
"300",2006,0,2007,4.14313472639153,8.34569287325387,10.2535456533726,"4",8091
"301",2007,1,2007,3.98898404656427,8.38935981990635,10.2837374115032,"4",8091
"302",2001,0,2007,4.26267987704132,9.64251232291291,10.1465121594435,"4",8093
"303",2002,0,2007,4.15888308335967,9.68800210296374,10.1838050731249,"4",8093
"304",2003,0,2007,4.06044301054642,9.71244810512245,10.1873874816924,"4",8093
"305",2004,0,2007,3.58351893845611,9.72675037403607,10.2222685028399,"4",8093
"306",2005,0,2007,4.23410650459726,9.71643482136627,10.270662181356,"4",8093
"307",2006,0,2007,4.57471097850338,9.71986515000913,10.3084191850381,"4",8093
"308",2007,1,2007,4.75359019110636,9.73884873059448,10.2661843287934,"4",8093
"309",2001,0,2007,4.39444915467244,8.40804774415544,9.94304474753458,"4",8095
"310",2002,0,2007,4.43081679884331,8.42090253109795,9.95645943730223,"4",8095
"311",2003,0,2007,4.36944785246702,8.41205487329293,9.99711449831475,"4",8095
"312",2004,0,2007,3.91202300542815,8.42967259388674,10.072428317836,"4",8095
"313",2005,0,2007,4.30406509320417,8.41847721847708,10.0954706196007,"4",8095
"314",2006,0,2007,4.34380542185368,8.41005331585833,10.1313399995781,"4",8095
"315",2007,1,2007,4.33073334028633,8.40491994893345,10.1911821249098,"4",8095
"316",2001,0,2007,3.40119738166216,7.70391020961631,10.1675426943568,"4",8017
"317",2002,0,2007,3.71357206670431,7.67415292128168,10.1763351360295,"4",8017
"318",2003,0,2007,3.49650756146648,7.62948991639399,10.2241932914351,"4",8017
"319",2004,0,2007,3.25809653802148,7.60439634879634,10.3201233686465,"4",8017
"320",2005,0,2007,3.13549421592915,7.5422134631934,10.3311054652854,"4",8017
"321",2006,0,2007,3.3322045101752,7.51425465281641,10.4385178649989,"4",8017
"322",2007,1,2007,3.3322045101752,7.48493028328966,10.4933831032856,"4",8017
"323",2001,0,2007,5.53733426701854,9.56808474387294,10.1235463508884,"4",8099
"324",2002,0,2007,5.42053499927229,9.56212336983449,10.124228219234,"4",8099
"325",2003,0,2007,5.34710753071747,9.55655075286703,10.0846000453734,"4",8099
"326",2004,0,2007,5.28826703069454,9.54674117747482,10.1497615212392,"4",8099
"327",2005,0,2007,5.26269018890489,9.52588077255636,10.1257106803906,"4",8099
"328",2006,0,2007,5.16478597392351,9.50091824753999,10.1406523452126,"4",8099
"329",2007,1,2007,5.07517381523383,9.4731660684291,10.1734001793763,"4",8099
"330",2001,0,2007,7.77821147451249,11.8806333218754,10.207178299633,"4",8101
"331",2002,0,2007,7.66340766489348,11.9007356378397,10.231459477946,"4",8101
"332",2003,0,2007,7.50933526601659,11.9117955402452,10.2559737358534,"4",8101
"333",2004,0,2007,7.47986413116503,11.9180838593799,10.3242681114221,"4",8101
"334",2005,0,2007,7.49052940206071,11.918577222325,10.3144375908749,"4",8101
"335",2006,0,2007,7.43070708254597,11.9296469813341,10.3398374442253,"4",8101
"336",2007,1,2007,7.47816969415979,11.9469650722824,10.3905940896815,"4",8101
"337",2001,0,2007,4.47733681447821,8.68423189134568,10.2625247042639,"4",8103
"338",2002,0,2007,4.39444915467244,8.70018119275335,10.3262030140508,"4",8103
"339",2003,0,2007,4.45434729625351,8.69918135930895,10.3637248964913,"4",8103
"340",2004,0,2007,4.58496747867057,8.70184536354847,10.4356734134234,"4",8103
"341",2005,0,2007,4.75359019110636,8.67368398817567,10.5099869263704,"4",8103
